review_id,comment_id,original_sentence,cleaned_sentence,sentence_embedding,food and drinks,people,place,opinions
7,19,The accompanying pitta is warm and soft and oil-slicked.,accompanying pitta warm soft oil slicked,"[-0.12405771 -0.14983066  0.04258181  0.06187332 -0.06298675  0.05549574
 -0.0007617  -0.13594981 -0.05165737 -0.29749659 -0.08469494  0.10673844
 -0.60804706 -0.16840491 -0.05792496  0.1043535   0.1102144  -0.10102928
 -0.02045386 -0.09335666 -0.16355169 -0.04366103  0.024228    0.01190916
  0.01187167  0.31014438  0.01561781  0.06811903 -0.07133758 -0.14499387
  0.04205721  0.18690075  0.03085403 -0.07304618  0.01574753 -0.15916837
 -0.10245067 -0.00645293  0.09811877  0.20925811 -0.05827743 -0.01064706
  0.07998152 -0.02143958  0.18949523  0.04919753  0.1331384   0.03272393
  0.11911179  0.08074606]",1,0,0,1
6,20,According to the lunch menu we will experience the 'authentic next chapter in Mediterranean cuisine'.,According lunch menu experience authentic next chapter Mediterranean cuisine,"[ 0.00496711  0.00384032 -0.02915235 -0.03793001  0.19348834  0.05455389
  0.1308198  -0.05302845  0.04289444 -0.08432199 -0.13449626 -0.13555042
 -0.76799924  0.15129204  0.04112366  0.07014235  0.15672802  0.00593085
 -0.05401299  0.04310203 -0.05915245 -0.10452663 -0.085254   -0.12577395
 -0.02151364  0.16290017  0.08659199 -0.05407253  0.12060745 -0.10344795
  0.09528903 -0.06576416 -0.09024517 -0.09315598  0.10409552 -0.06631642
  0.03983381  0.03647215  0.20598063  0.03111448 -0.12273264 -0.01455065
  0.0066996  -0.06417396  0.12234839  0.06134464  0.04710187 -0.00466377
 -0.1036128   0.01096617]",1,0,1,0
3,4,"Accordingly, I have always associated Opera North with the gentlest kind of innovation and that still seems to be the case",Accordingly always associated Opera North gentlest kind innovation still seems case,"[ 8.28515668e-03  4.68588379e-02 -2.97917255e-02  5.34499796e-02
  6.47306421e-03  1.70110643e-01  1.48171663e-01 -9.77340550e-02
  2.98481873e-02 -3.58419221e-02  5.89359586e-03 -3.74488607e-02
 -8.88045039e-01 -1.63311364e-02  7.66166089e-02  3.23480808e-02
  6.24775142e-02  2.61043384e-02  6.15398406e-02 -2.96223269e-02
  7.56831294e-03 -7.81466186e-02 -6.73583760e-02 -2.10409911e-02
  8.76067008e-04  2.06715568e-01 -4.22853735e-02  2.93900827e-02
 -3.18993527e-02 -3.92473712e-02  1.00824666e-01 -5.11104650e-02
  4.03307326e-02 -9.23054531e-02  1.03444377e-01 -6.94999681e-04
 -6.21888467e-02  2.15587516e-02  3.28673363e-02 -3.38447699e-02
 -4.38529999e-02  5.69289970e-02  5.83427151e-02  4.90794419e-02
  3.87302708e-02 -1.42763175e-02  5.33919868e-02 -6.95302720e-02
 -6.45341051e-02  3.21754532e-02]",0,1,1,1
19,30,"It achieves much of its effect through dollops of sweet chilli sauce, but leave it a while and a slab of the prized scorched rice develops at the bottom that you can fight over.",achieves much effect dollops sweet chilli sauce leave slab prized scorched rice develops bottom fight,"[-0.12232262 -0.06201676  0.08733172  0.0500509   0.05164898  0.1311066
  0.04178897 -0.0916326  -0.04576213 -0.02256612 -0.07911147 -0.05041844
 -0.82215747 -0.03210838  0.0938703   0.04319006  0.15384019 -0.05598857
  0.0475325  -0.0948897  -0.04770654  0.03709573  0.04946511  0.02836887
 -0.02911231  0.27663319 -0.01490848  0.04831891  0.00354581 -0.04211095
  0.02746299  0.080334   -0.11836749 -0.08840368 -0.00685938  0.0082184
  0.02773839 -0.01217098  0.06873054  0.10947636  0.01506738 -0.15520761
  0.00176715 -0.1272341   0.05627578  0.03330234  0.07949443 -0.00562279
  0.03864935  0.12615956]",1,0,0,1
27,13,They acknowledged my points.,acknowledged points,"[ 0.14567266 -0.04032163  0.04324085  0.0374256   0.10362199  0.02237415
  0.01558941 -0.14560874 -0.18828205 -0.00084281  0.08025004 -0.00771977
 -0.64903996 -0.07295013  0.01223867  0.13037798  0.0374808  -0.06562935
  0.01852771 -0.03854533  0.14636574  0.02553661  0.13866517 -0.12945063
 -0.13197867  0.24557258  0.06468036 -0.21617032 -0.09467642  0.01744666
  0.13661451 -0.06265352 -0.09581127 -0.02627182  0.19468125  0.10656413
 -0.08114588 -0.03543001 -0.07150686  0.00248872  0.24771291 -0.02309784
  0.17838608 -0.1115287  -0.00208141 -0.1774946  -0.03114936 -0.13265792
  0.03182694  0.00996513]",0,1,0,0
1,3,He has acknowledged the scourge of Brexit and the pestilence of Covid.,acknowledged scourge Brexit pestilence Covid,"[-0.11874573  0.09816454  0.04841391  0.13851218  0.01351025  0.01320044
 -0.13420275 -0.22206886 -0.05568586 -0.1058689   0.00066404 -0.085975
 -0.24633217 -0.07831695  0.08708525 -0.04979472  0.16375114  0.04975862
  0.22246665 -0.05934198  0.06877306  0.05313177 -0.10462606 -0.07499463
  0.03898199  0.44592883  0.01596542 -0.02661556 -0.10919026  0.06821215
  0.20913004  0.02148075  0.075424   -0.08638543 -0.12777491 -0.03238535
 -0.11404051 -0.07261987 -0.06261146 -0.16167893  0.4675023  -0.17701714
  0.18413723 -0.15452706 -0.14082812  0.07414853 -0.02633647 -0.00530707
  0.08280844  0.02204598]",0,1,0,0
0,20,It's across the courtyard in the main building,across courtyard main building,"[ 0.02478711  0.04833098  0.10653607 -0.16016075  0.13654787  0.02682137
  0.1545736   0.01825994  0.03500432 -0.10810588  0.05420814  0.0435734
 -0.72403227  0.0215958   0.12157965 -0.02207468  0.05865274 -0.0363373
 -0.0358746  -0.05786302  0.06587562 -0.22879325 -0.14848086  0.0045313
 -0.11477282  0.08715939 -0.12297632  0.00442049  0.00166784  0.10279556
  0.1136433  -0.06845032  0.0368051  -0.11170359  0.11797942 -0.11364959
  0.01652977  0.13932697  0.19230925 -0.06531508 -0.10672502  0.14629876
 -0.08605128 -0.0483352   0.03025687  0.11147908  0.05333235  0.02905422
  0.15997609  0.14056494]",0,0,1,0
11,21,across southeast London,across southeast London,"[ 0.03309436  0.05715149  0.1323767  -0.16973023  0.05040679  0.01665743
  0.07067499  0.00507852 -0.01973035 -0.14833443  0.03267175 -0.08085731
 -0.71221078  0.01094242  0.17405128 -0.05215809  0.01824916 -0.03588439
 -0.05613429 -0.07357248  0.1466778  -0.30944564 -0.04307309 -0.12682913
 -0.01926658  0.11215392 -0.06272038  0.04922334 -0.0227136   0.05333625
  0.04451143 -0.10634907  0.13125366 -0.05049999  0.2007968  -0.12485499
  0.01537203  0.18155227  0.0669281  -0.01992431 -0.10591327  0.06185378
 -0.06187472  0.03566743 -0.10031785  0.08023773  0.04485672 -0.00625976
  0.02212643  0.19180661]",0,0,1,0
10,16,Admire the eggshell-blue leather upholstery and the marble bar and all that art which looks like it might be by somebody famous.,Admire eggshell blue leather upholstery marble bar art looks like might somebody famous,"[-8.60573420e-02 -8.68817695e-02  7.98294162e-02  2.86579778e-02
  5.88392533e-02  1.28315913e-02  1.86486135e-01 -6.05280560e-02
  7.56783646e-02  2.56761640e-02 -5.41332509e-02  1.04036349e-01
 -8.91258595e-01 -9.12540652e-02  7.44133582e-03  3.49665428e-02
  6.63298720e-02 -3.02984199e-02  3.13441359e-03 -9.50973691e-03
 -7.70355609e-03 -4.61123887e-02  2.96429168e-02 -7.93813177e-02
 -1.04709028e-02  9.67308264e-02 -5.31139686e-02  1.06455491e-01
  1.43783762e-03 -6.56504976e-02  2.79689230e-02  7.68519286e-02
 -3.38510868e-03 -8.48100031e-02  2.28282133e-02  2.83368019e-03
  4.35466781e-02  4.12359614e-02  8.64631217e-02 -5.83346998e-03
 -1.14588238e-01  3.40639253e-02  8.83687522e-04 -7.72677662e-03
  8.02049627e-02 -4.23986878e-02  1.06347684e-01  2.37935710e-02
 -3.89855204e-02 -8.64545674e-02]",0,0,1,1
27,31,I admire the preparation of a piece of aged duck,admire preparation piece aged duck,"[-0.02114785 -0.05481753  0.08948698  0.05256566  0.08013229  0.06326944
  0.11798697 -0.06123869 -0.06759841 -0.01611827 -0.04472946  0.02254666
 -0.83074497  0.05271148 -0.02749491  0.15136815  0.08409734 -0.08925047
  0.01240045 -0.00755389 -0.09149014  0.04024145  0.04960313 -0.10759166
 -0.01402125  0.25324402 -0.07143098  0.04027639  0.02517868 -0.03695153
  0.13398656  0.01515976  0.00601568 -0.01797853  0.0212899   0.04492024
  0.06531127 -0.00468018  0.13271305 -0.12289486  0.02801058 -0.10131472
  0.04758551  0.04155213  0.10725973  0.04949481  0.06604056  0.07574489
 -0.03296847 -0.15242895]",1,1,0,1
3,25,It is advertised as coming with anchovy butter,advertised coming anchovy butter,"[-0.1005968   0.00761602  0.00359444  0.01416474  0.14139563  0.00125258
 -0.03214926  0.04753563  0.04554546 -0.18536449 -0.06203998 -0.16100293
 -0.7515207   0.0092648  -0.04814906  0.02405388  0.13308551 -0.14426339
 -0.01455626  0.00307829 -0.03487071 -0.08540061 -0.00966122 -0.05745501
  0.00180131  0.35989071 -0.06559631  0.0159242  -0.02763156 -0.07529237
  0.06941008  0.1098856  -0.10469913 -0.12411519 -0.04359628 -0.07182069
 -0.01010543 -0.04027083  0.07041519  0.19926321  0.05574302 -0.10984218
 -0.08254236 -0.01698269  0.03860857 -0.01695479  0.05902413 -0.08361793
 -0.04469843  0.08919444]",1,0,0,0
6,34,What's advertised as a seafood salad contains nothing but lobster,advertised seafood salad contains nothing lobster,"[-0.0419353   0.02377423 -0.02374361  0.00455279  0.19881743  0.10986784
 -0.04086728 -0.04900442  0.07699933 -0.04638663 -0.06976111 -0.11303511
 -0.73606104 -0.00676127  0.02792945  0.0743153   0.2270945  -0.16751334
  0.05627287 -0.12258284 -0.01775278 -0.03410606  0.00279623 -0.06780468
 -0.0289774   0.22876791  0.00195456 -0.00284075  0.055471   -0.19278068
  0.01998934  0.1498325  -0.10084479 -0.11780288 -0.0922109  -0.02856957
 -0.02707373 -0.02641006  0.10061156  0.12707821 -0.07457539 -0.02555348
  0.01769853 -0.17725676  0.10335034  0.07503149  0.10660072 -0.0232895
 -0.12761113  0.0621128 ]",1,0,0,0
17,11,"Afterwards, as I stomped down the steps of the architecturally splendid Bethnal Green Town Hall Hotel in east London, home to the newly opened Restaurant Elis",Afterwards stomped steps architecturally splendid Bethnal Green Town Hall Hotel east London home newly opened Restaurant Elis,"[-0.05816284 -0.02825932  0.14047346 -0.13835074  0.07595805 -0.07881545
  0.09628786 -0.05123691  0.0274476  -0.14463472 -0.01054861 -0.00516723
 -0.82528551 -0.00891556  0.09419326 -0.01074268  0.03893003  0.03802705
 -0.05887707 -0.02649417  0.00665313 -0.16762539 -0.09311868 -0.18239528
  0.01411341  0.15205035 -0.0789038  -0.00447907  0.05749081 -0.05433825
  0.09016874  0.00538379  0.01383836 -0.06642083  0.05846655 -0.00771347
 -0.00328544  0.13815666  0.08784236  0.05355208 -0.0515287   0.14766254
 -0.04977624  0.04521637  0.04977239  0.09378849  0.07902804 -0.06544155
  0.01935936  0.10477676]",0,0,1,1
3,16,"an agreeable night out, where the world can be put to rights and the bill won't hurt",agreeable night world put rights bill hurt,"[ 0.03138912  0.06801308 -0.01872184  0.05326021  0.02723066  0.03337372
  0.1517107   0.05568019  0.00647077  0.01684515  0.0389367  -0.05844032
 -0.92771862 -0.02230243  0.04801241  0.07010516 -0.03124607 -0.01675416
 -0.01717031 -0.0635581   0.02953403  0.03114778 -0.05062169  0.07341095
  0.02967644  0.16402171  0.01705023  0.04253617 -0.01334942  0.01846135
  0.03370758  0.0274181  -0.00530887  0.02154049  0.05020579  0.0299319
 -0.02002005  0.0121157  -0.01097674 -0.04113433 -0.06338447  0.06702921
  0.10615109 -0.03539964  0.07834439 -0.05214169  0.0617142   0.01350353
  0.01920446  0.03742374]",0,0,0,1
6,19,"Ah, here's our waiter who is charming and efficient, and cursed with having to tell us, with great solemnity, that we are about to be taken on 'A Mediterranean Culinary Odyssey'",Ah waiter charming efficient cursed tell us great solemnity taken Mediterranean Culinary Odyssey,"[-0.0417815   0.09030545  0.00460031  0.06883431  0.05751685  0.00355109
  0.15210238 -0.06773458 -0.03529817 -0.0601786  -0.11943012 -0.06216407
 -0.85854073 -0.02253698  0.09255206  0.075858    0.12098378 -0.02655154
 -0.024121    0.01997228 -0.04849144 -0.01642069 -0.12956821 -0.01258391
 -0.05725551  0.23924929  0.00579391  0.00920355  0.09383827 -0.09693068
  0.10537748 -0.03425827  0.05379439 -0.07484176  0.05581897  0.03832539
  0.00375541  0.07868099  0.0785765   0.05569455 -0.05283672 -0.00655979
  0.07499471  0.02129484  0.03701483  0.00728682  0.0341471   0.07412166
 -0.02496625  0.07870548]",0,1,0,1
5,1,"Alexandros Greek Restaurant & Deli, 68 Warwick Road, Carlisle CA1 1DR(01228 592227).",Alexandros Greek Restaurant Deli 68 Warwick Road Carlisle CA1 1DR 01228 592227,"[ 1.19273827e-02 -4.84743971e-02 -4.63844408e-02 -1.87178921e-01
 -2.65692339e-02 -5.65111947e-02  1.17373633e-02 -2.29570296e-02
  1.40339934e-02 -8.69197321e-02  2.23927610e-02 -4.81478323e-02
 -7.90201779e-01  4.03111760e-03  1.40391326e-01 -1.27962892e-01
  9.40707074e-02  5.79357641e-04 -1.00147149e-01  7.24094180e-02
  1.32216674e-01 -1.03894320e-01 -1.80365410e-01 -1.45095726e-01
  7.04859568e-02  4.17406118e-02  3.45085570e-02  1.87479311e-04
  9.92986699e-02 -7.72103592e-02  1.00891841e-01  1.81480593e-02
  2.29524717e-02 -1.07900678e-01  5.37824634e-02  5.26510146e-02
  1.00555345e-02  7.97966154e-02  1.44659069e-01  2.83070041e-02
 -1.97470150e-01  6.07105581e-02 -1.29844159e-01 -3.66727040e-02
  5.48965812e-02  1.32737139e-01  9.88680418e-03 -4.41242611e-02
  1.21759331e-01  5.84119637e-03]",0,0,1,0
5,5,"Alexandros, a venerable Greek restaurant, which has been feeding the good and greedy of Carlisle for more than two decades, is clearly very reliable.",Alexandros venerable Greek restaurant feeding good greedy Carlisle two decades clearly reliable,"[ 0.06214404  0.02350787 -0.04750701  0.03349571  0.01736304  0.02217746
  0.02430195 -0.09411684 -0.05979746 -0.11826361 -0.06410396 -0.07868628
 -0.8626445  -0.00248829  0.07953977 -0.06272824  0.09332053 -0.08863883
  0.03408497 -0.00223728  0.01509595 -0.03663333 -0.04231777 -0.12927398
 -0.02648518  0.31092169 -0.01317504 -0.06798237  0.04188681 -0.11141879
  0.11502215  0.01366781  0.03025414  0.0069919   0.00225675  0.07385714
 -0.04025713  0.07400243  0.02324522 -0.01800925 -0.00740318  0.02048909
  0.03924294 -0.00756855  0.06209042  0.04028458  0.06367454  0.05309397
 -0.02918381  0.04958345]",0,1,0,1
11,24,Alhaji Suya is great.,Alhaji Suya great,"[-0.19160206 -0.01469996  0.14016689 -0.01956243  0.07099368  0.053036
 -0.11151154  0.1393408  -0.12987789 -0.09554479 -0.18063776 -0.09290042
 -0.64168699  0.01868651  0.1470947   0.02735065  0.3066835   0.01637542
  0.09469029 -0.03632184 -0.04946282  0.02537174 -0.21120755  0.14659533
  0.01676443  0.0747854   0.09857084 -0.15385205  0.06366025  0.01076105
  0.07374655  0.15782516 -0.13568075  0.00897228  0.10906888  0.12947795
  0.09738722  0.10078108 -0.12324106 -0.00865976 -0.00446057 -0.0437064
  0.06010696  0.06562626 -0.04031899  0.07144715  0.22048798 -0.01429817
 -0.07840228  0.02026286]",0,0,0,1
28,6,"Allowing more restaurants to go out of business because of a very British strain of middle-class embarrassment, only putting more people out of work while depriving food and drink producers of income, is not a route out of recession",Allowing restaurants go business British strain middle class embarrassment putting people work depriving food drink producers income route recession,"[ 0.08551135  0.0515452  -0.05286891 -0.01696199  0.09151741  0.04712928
  0.08142181 -0.08733726  0.05618039 -0.12216428 -0.04562707 -0.09547125
 -0.85891731  0.02638424  0.06971145  0.03347301  0.0391208  -0.0406703
  0.0155386  -0.01602189 -0.01819173 -0.08351985 -0.02653616  0.00980044
 -0.00554433  0.2913099   0.08208654  0.05014782 -0.04159339 -0.03854495
  0.03496681 -0.04857667 -0.01017031  0.07327375  0.0805803  -0.01482314
 -0.02071397  0.07092887  0.02070494 -0.02324978  0.0094659   0.07767819
 -0.02164037 -0.09345232  0.08874859 -0.04216037  0.04428816  0.1589521
 -0.01111071  0.06873958]",0,1,1,0
25,22,almost all of it is under £40,almost 40,"[-0.02560371  0.04339761  0.17879219 -0.09515711 -0.00987026  0.0365163
  0.15072742 -0.03306937 -0.03169633  0.03654139  0.06237992 -0.0524998
 -0.82970075  0.04188655 -0.0317519   0.08832599  0.01024919 -0.0384916
 -0.16331776 -0.02762383  0.08087646  0.06190133  0.02556965 -0.04450536
 -0.03818151  0.15238008 -0.15323867 -0.09390238  0.04181127  0.06049782
 -0.12039516  0.06157689 -0.00239582 -0.01204382 -0.00788133  0.06661195
 -0.0929434  -0.0036009   0.02868318  0.02343661 -0.02560909  0.01040048
  0.01726422 -0.01061737  0.06024866 -0.14568339  0.02806836 -0.02240773
 -0.18060976  0.1610216 ]",0,0,1,0
25,21,Almost all of it is available by the glass,Almost available glass,"[-1.03127581e-01 -8.78321729e-02  5.12168940e-02  2.68937032e-02
  5.74425866e-02 -1.18204071e-02  1.50943993e-01 -1.19012668e-01
  6.70549211e-02 -7.55750246e-03  7.02236697e-02  1.09670410e-02
 -8.42919351e-01  3.40761498e-03 -2.79113500e-02  1.05104836e-01
  6.57963380e-02 -1.15576524e-02 -1.86359963e-02  6.97851509e-03
 -1.10685799e-01 -7.37803134e-02 -1.48754257e-02 -1.54096338e-01
 -5.92535976e-04  8.96162701e-02 -1.27415122e-01 -7.93113456e-03
  7.37261891e-02 -6.70328219e-03  5.07177666e-02  5.08014086e-02
 -5.17264355e-02 -4.18634619e-02  1.48191022e-01 -6.61853755e-02
 -1.25200411e-02  5.79623897e-02  3.25637904e-02  8.19319192e-02
 -6.60965985e-02  9.81001548e-02 -3.71076306e-02  6.55815692e-02
  9.79444976e-02 -1.05563747e-01 -1.96656281e-03 -5.10233773e-02
 -1.57046892e-01  1.21409908e-01]",1,0,0,0
0,21,almost everything arrives less than hot.,almost everything arrives less hot,"[-5.79528071e-02 -3.26531101e-03  4.34579432e-02  1.74749006e-02
 -6.38683564e-03  1.45600726e-01  1.59704114e-01 -4.41985678e-02
 -2.25240937e-02  2.17964808e-02  2.11089795e-02 -1.06412128e-01
 -8.86313225e-01 -1.19372435e-02 -4.09207749e-02  1.26622879e-01
 -1.94174021e-02 -8.62941220e-02 -1.10251392e-01 -3.78348420e-02
  3.28316918e-02 -3.57683923e-02 -1.32276531e-02  8.62677771e-03
 -4.38576051e-02  1.26818725e-01 -4.38205080e-02  6.75019867e-03
 -3.15020867e-03 -3.82667359e-02 -6.37377530e-02  4.24551514e-02
 -1.68916082e-02 -2.12980958e-02  5.70015011e-02  2.34211688e-02
 -3.68866347e-02 -1.83861436e-02  3.23042662e-02  1.66218307e-02
 -1.36979886e-01  4.48285130e-03  5.33734204e-03  6.04589167e-04
  6.58051366e-02 -6.37436853e-02  8.65926359e-05 -3.51955002e-02
 -1.79258307e-01  1.00609736e-01]",0,1,0,1
18,16,Almost all the fat has been rendered away and the salty crackling has become a golden savoury honeycomb that first crunches and then seems to melt away.,Almost fat rendered away salty crackling become golden savoury honeycomb first crunches seems melt away,"[-0.06194807 -0.03211105  0.06554933 -0.00942986  0.02876538  0.09614609
  0.14424566 -0.05971382 -0.04330266 -0.04833122  0.01614526 -0.06916845
 -0.84597167 -0.11450621  0.01796679  0.06500604  0.10333205 -0.14220684
  0.02499421 -0.06366246 -0.04435262  0.01883575  0.01656048 -0.0222095
 -0.07060121  0.26647247 -0.11573609  0.01730094  0.01035133 -0.00467606
  0.05801117  0.04518566  0.0621595  -0.0299731  -0.02236317  0.01642931
 -0.02743795 -0.03652851  0.07959456  0.11196325  0.01784007 -0.01848864
  0.00879719 -0.02818092  0.1442017  -0.03178636  0.05234884  0.02107323
 -0.04641579  0.15704165]",1,0,0,1
8,28,"Alongside that comes another bowl of white rice, upon which are laid four crispy, greaseless chicken wings.",Alongside comes another bowl white rice upon laid four crispy greaseless chicken wings,"[-6.41346171e-02 -6.70268197e-02  8.86396682e-02  1.51852949e-03
  1.07163462e-01  1.16723935e-01  2.59699262e-02  6.76682508e-02
  1.18647171e-02 -8.89845620e-02 -6.30217720e-02 -3.97148242e-02
 -8.64585499e-01 -1.11602250e-03  1.06821149e-02  5.47911799e-02
  7.93961325e-02 -1.35378589e-01 -7.58594759e-04 -7.64406871e-02
 -7.53042214e-02  4.29699054e-02  1.71764192e-02 -1.55360761e-01
  8.07027137e-03  1.12688625e-01 -3.49830823e-02 -1.87298360e-03
  4.21256470e-02 -6.39030644e-02  5.51690521e-02  7.71765906e-02
 -1.13821886e-01 -7.65665649e-03  3.75908157e-02  4.95913849e-02
  9.28560179e-03 -6.17391112e-02  7.75954712e-02  9.07463621e-02
 -9.22290384e-02 -4.17809113e-02  2.74136401e-03 -5.41481250e-02
  1.51215911e-01  3.88947376e-02  1.21164971e-01 -4.48093261e-02
  4.69745505e-02  7.84857901e-02]",1,0,0,0
